year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2009,04,Mississippi,5358,5035,10393,5752,10067,15820
2009,04,Missouri,17379,14068,31447,16955,16459,33415
2009,04,Montana,2965,4970,7934,2701,5127,7828
2009,04,Nebraska,24,2084,2109,23,2871,2894
2009,04,Nevada,5504,4912,10416,5460,5156,10617
2009,04,New Hampshire,2999,2984,5983,2669,2903,5572
2009,04,New Jersey,3454,2200,5654,3055,2436,5492
2009,04,New Mexico,4240,4583,8823,4263,5005,9268
2009,04,New York,6376,14424,20800,5621,14840,20462
2009,04,North Carolina,575,10530,11106,625,14547,15172
2009,04,North Dakota,1288,2616,3904,1101,3043,4144
2009,04,Ohio,22161,16610,38771,20205,18455,38659
2009,04,Oklahoma,11788,9768,21556,11057,11185,22242
2009,04,Oregon,8775,10390,19164,7807,10496,18303
2009,04,Pennsylvania,136,65559,65695,145,66690,66835
2009,04,Puerto Rico,591,154,745,640,165,805
2009,04,Rhode Island,979,809,1788,902,814,1716
2009,04,South Carolina,8033,4577,12610,8450,6930,15380
2009,04,South Dakota,2165,3820,5985,1958,4769,6727
2009,04,Tennessee,16315,11129,27444,17683,15793,33476
2009,04,Texas,40833,33306,74139,43682,45930,89613
2009,04,United States,414783,467451,882233,398562,540790,939352
2009,04,Utah,3997,4332,8329,3692,5028,8720
2009,04,Vermont,963,1440,2402,864,1368,2231
2009,04,Virgin Islands,28,3,31,,,
2009,04,Virginia,16658,12488,29147,14867,15068,29935
2009,04,Washington,12604,11290,23894,11732,11686,23417
2009,04,West Virginia,5552,6036,11587,5614,7680,13295
2009,04,Wisconsin,7927,13602,21528,7157,13080,20237
2009,04,Wyoming,1794,2434,4228,1680,2515,4195
2009,05,Alabama,10327,9281,19608,12030,15514,27544
2009,05,Alaska,2312,2894,5206,2245,3125,5370
2009,05,Arizona,8244,6307,14552,8658,7616,16275
2009,05,Arkansas,4695,4507,9202,5699,8183,13882
2009,05,California,23892,21869,45761,23458,23092,46550
2009,05,Colorado,20205,19784,39988,20928,23013,43941
2009,05,Connecticut,4096,3413,7510,4347,3984,8331
2009,05,Delaware,930,722,1651,1008,1029,2038
2009,05,District of Columbia,32,0,32,37,,37
2009,05,Florida,28656,16014,44670,30380,20743,51123
2009,05,Georgia,8239,6134,14373,9934,10511,20446
2009,05,Guam,13,31,44,13,35,48
2009,05,Hawaii,0,0,0,,,
2009,05,Idaho,2091,3344,5435,2260,4138,6398
2009,05,Illinois,8648,8723,17371,9383,11982,21365
2009,05,Indiana,9840,8142,17982,11564,12210,23773
2009,05,Iowa,46,2154,2200,54,4152,4206
2009,05,Kansas,5111,4543,9654,6085,7042,13127
2009,05,Kentucky,7792,7288,15080,9538,11842,21380
2009,05,Louisiana,8303,6624,14927,9770,13135,22905
2009,05,Maine,1772,2446,4218,1973,3496,5469
2009,05,Mariana Islands,0,0,0,,,
2009,05,Maryland,3729,3095,6824,3673,4503,8176
2009,05,Massachusetts,2819,1980,4799,2976,2449,5425
2009,05,Michigan,2544,9078,11623,2705,13051,15756
2009,05,Minnesota,5728,7337,13065,6024,11413,17438
2009,05,Mississippi,4419,4024,8442,5211,8534,13745
2009,05,Missouri,13478,10112,23591,15186,15207,30393
2009,05,Montana,2652,4565,7217,2692,5163,7855
2009,05,Nebraska,18,1527,1544,17,2619,2636
2009,05,Nevada,4472,3412,7884,4609,4028,8637
2009,05,New Hampshire,2380,2163,4543,2586,2679,5265
2009,05,New Jersey,3131,1984,5115,2873,2430,5302
2009,05,New Mexico,3753,3671,7424,3973,4691,8664
2009,05,New York,5085,10746,15831,5206,14544,19749
2009,05,North Carolina,522,9010,9533,617,14187,14804
2009,05,North Dakota,924,2176,3100,1001,2938,3938
2009,05,Ohio,16682,12701,29382,19192,17293,36485
2009,05,Oklahoma,9011,7068,16079,9834,10296,20130
2009,05,Oregon,6734,9145,15880,7255,10629,17884
2009,05,Pennsylvania,124,50197,50322,142,60209,60351
2009,05,Puerto Rico,561,164,725,585,166,751
2009,05,Rhode Island,792,632,1424,798,738,1536
2009,05,South Carolina,6351,3942,10294,7571,6775,14346
2009,05,South Dakota,1363,2616,3979,1517,4056,5573
2009,05,Tennessee,13849,9110,22959,16044,14656,30700
2009,05,Texas,33496,28344,61840,37051,40942,77993
2009,05,United States,337543,372018,709560,368489,505415,873904
2009,05,Utah,2857,3466,6323,3218,4609,7826
2009,05,Vermont,815,942,1757,841,1300,2141
2009,05,Virgin Islands,22,2,24,,,
2009,05,Virginia,12330,9793,22123,13872,14589,28461
2009,05,Washington,10528,10272,20800,10970,11976,22946
2009,05,West Virginia,4294,4702,8997,5000,7569,12569
2009,05,Wisconsin,5249,7730,12979,5989,11937,17926
2009,05,Wyoming,1585,2092,3677,1606,2419,4024
2009,06,Alabama,9286,8655,17941,11114,14619,25733
2009,06,Alaska,2138,2542,4680,2213,3165,5377
2009,06,Arizona,6937,5870,12806,8244,7399,15643
2009,06,Arkansas,4248,4018,8266,5233,7571,12804
2009,06,California,22066,20844,42910,22968,23602,46570
2009,06,Colorado,17100,16680,33780,18605,20334,38939
2009,06,Connecticut,3984,3017,7002,4351,3829,8179
2009,06,Delaware,791,715,1506,947,1063,2009
2009,06,District of Columbia,30,1,31,37,,37
2009,06,Florida,26897,14988,41885,29676,19613,49289
2009,06,Georgia,7346,5504,12850,9280,9889,19169
2009,06,Guam,25,25,51,28,27,55
2009,06,Hawaii,0,0,0,,,
2009,06,Idaho,1785,3015,4800,2067,3955,6022
2009,06,Illinois,8014,8286,16300,9510,12242,21751
2009,06,Indiana,8053,7440,15494,9973,11432,21405
2009,06,Iowa,53,1959,2012,80,3996,4076
2009,06,Kansas,4411,4071,8482,5742,6968,12710
2009,06,Kentucky,6901,6524,13426,8740,11078,19818
2009,06,Louisiana,7412,6413,13825,8405,12183,20588
2009,06,Maine,1681,2351,4032,1908,3467,5375
2009,06,Mariana Islands,0,0,0,,,
2009,06,Maryland,3929,3071,7000,4500,4502,9003
2009,06,Massachusetts,2656,1827,4484,3001,2305,5306
2009,06,Michigan,2243,7951,10194,2619,12770,15389
2009,06,Minnesota,4961,6854,11815,5904,11290,17194
2009,06,Mississippi,3693,3612,7305,4643,7843,12487
2009,06,Missouri,12522,9209,21732,14836,14686,29522
2009,06,Montana,2254,4262,6516,2405,5065,7471
2009,06,Nebraska,12,1495,1507,22,2742,2764
2009,06,Nevada,3979,3225,7204,4616,3916,8532
2009,06,New Hampshire,2101,2106,4208,2400,2651,5052
2009,06,New Jersey,3201,2114,5315,3042,2615,5657
2009,06,New Mexico,3551,3537,7087,3898,4458,8356
2009,06,New York,5049,9995,15044,5463,14702,20165
2009,06,North Carolina,491,8067,8558,577,13188,13764
2009,06,North Dakota,822,1925,2747,994,2799,3793
2009,06,Ohio,14732,12151,26883,19074,17487,36561
2009,06,Oklahoma,7274,5928,13202,8995,9403,18398
2009,06,Oregon,6482,7240,13722,7099,8816,15916
2009,06,Pennsylvania,85,47586,47671,100,59485,59585
2009,06,Puerto Rico,586,172,758,592,165,756
2009,06,Rhode Island,691,592,1283,806,738,1543
2009,06,South Carolina,5499,3359,8858,6907,6143,13050
2009,06,South Dakota,1286,2721,4007,1601,4455,6057
2009,06,Tennessee,12387,8258,20645,15050,13125,28175
2009,06,Texas,28182,24917,53099,32529,37237,69765
2009,06,United States,300411,339536,639947,352696,487117,839814
2009,06,Utah,2630,3182,5812,3212,4390,7601
2009,06,Vermont,732,802,1533,857,1294,2152
2009,06,Virgin Islands,15,1,17,,,
2009,06,Virginia,10197,8917,19114,13474,13800,27274
2009,06,Washington,9009,8362,17371,9916,10176,20092
2009,06,West Virginia,3869,4451,8319,4717,7379,12096
2009,06,Wisconsin,4755,6722,11477,5975,11777,17752
2009,06,Wyoming,1378,2004,3383,1476,2489,3965
2009,07,Alabama,9361,10146,19507,11229,15338,26567
2009,07,Alaska,1970,2368,4338,2152,2757,4908
2009,07,Arizona,6366,5081,11447,7425,6688,14114
2009,07,Arkansas,4102,4365,8467,5189,7480,12669
2009,07,California,20410,18932,39343,22327,23112,45439
2009,07,Colorado,13930,13609,27540,15641,16819,32460
2009,07,Connecticut,3600,2752,6352,4174,3713,7887
2009,07,Delaware,772,622,1394,933,937,1870
2009,07,District of Columbia,26,0,26,26,,26
2009,07,Florida,27397,14917,42314,30898,19582,50480
2009,07,Georgia,7373,5611,12984,9382,9439,18821
2009,07,Guam,12,24,36,13,27,40
2009,07,Hawaii,0,0,0,,,
2009,07,Idaho,1669,2697,4366,2144,3923,6067
2009,07,Illinois,7794,7784,15577,9374,11192,20565
2009,07,Indiana,7970,7195,15165,10297,11028,21325
2009,07,Iowa,38,1928,1967,56,3886,3942
2009,07,Kansas,4216,4065,8281,5563,6763,12326
2009,07,Kentucky,7380,6802,14182,9095,10733,19829
2009,07,Louisiana,7769,7156,14925,8910,11645,20556
2009,07,Maine,1616,2430,4046,2008,3426,5434
2009,07,Mariana Islands,0,0,0,,,
2009,07,Maryland,3802,3036,6838,4203,4451,8654
2009,07,Massachusetts,2471,1636,4106,2989,2211,5199
2009,07,Michigan,2094,7832,9926,2518,12767,15286
2009,07,Minnesota,4284,6951,11235,5525,11243,16768
2009,07,Mississippi,4090,4198,8287,4914,7709,12623
2009,07,Missouri,11963,9590,21552,14798,15170,29968
2009,07,Montana,2209,3592,5800,2467,4797,7264
2009,07,Nebraska,12,1539,1551,22,2723,2745
2009,07,Nevada,3557,2726,6283,4273,3620,7893
2009,07,New Hampshire,2159,2086,4245,2536,2750,5286
2009,07,New Jersey,2946,2023,4969,2996,2567,5563
2009,07,New Mexico,3241,3170,6411,3806,4171,7977
2009,07,New York,4553,9207,13760,5124,14049,19173
2009,07,North Carolina,317,8104,8420,396,12944,13340
2009,07,North Dakota,760,1907,2668,983,2798,3780
2009,07,Ohio,14615,11738,26353,18822,16327,35149
2009,07,Oklahoma,7604,6065,13670,9289,9082,18371
2009,07,Oregon,5878,6563,12441,7049,9064,16113
2009,07,Pennsylvania,138,46921,47058,135,58847,58983
2009,07,Puerto Rico,612,124,736,604,131,735
2009,07,Rhode Island,553,501,1054,690,677,1366
2009,07,South Carolina,6325,3757,10082,7883,6073,13956
2009,07,South Dakota,1222,2545,3768,1629,4165,5793
2009,07,Tennessee,13178,8568,21746,15615,12618,28234
2009,07,Texas,27000,24197,51196,32892,34836,67728
2009,07,United States,292404,330939,623344,345400,469766,815166
2009,07,Utah,1999,2633,4632,2659,4110,6769
2009,07,Vermont,708,881,1590,821,1302,2123
2009,07,Virgin Islands,18,3,21,,,
2009,07,Virginia,12508,10348,22856,13582,13801,27383
2009,07,Washington,8278,7394,15672,10023,10033,20056
2009,07,West Virginia,3829,4367,8196,4760,6958,11717
2009,07,Wisconsin,4555,6700,11255,5758,11665,17423
2009,07,Wyoming,1156,1555,2712,1447,2120,3567
2009,08,Alabama,10016,12976,22991,11111,14930,26042
2009,08,Alaska,2086,3114,5200,2208,2732,4940
2009,08,Arizona,6372,5987,12360,7310,6132,13442
2009,08,Arkansas,4308,5567,9875,5231,6974,12205
2009,08,California,19114,23333,42447,21379,24057,45436
2009,08,Colorado,14131,14730,28861,15334,15553,30886
2009,08,Connecticut,3835,3230,7064,4264,3642,7907
2009,08,Delaware,799,919,1717,933,1067,2000
2009,08,District of Columbia,33,0,33,33,,33
2009,08,Florida,27731,16022,43753,30096,18717,48813
2009,08,Georgia,8334,7952,16286,9847,9470,19317
2009,08,Guam,23,22,45,26,21,47
2009,08,Hawaii,0,0,0,,,
2009,08,Idaho,1773,3535,5309,2032,3846,5878
2009,08,Illinois,8094,10610,18703,9245,11333,20579
2009,08,Indiana,9038,9746,18784,10180,10818,20998
2009,08,Iowa,42,2875,2917,57,3816,3872
2009,08,Kansas,5079,6185,11264,5855,6800,12655
2009,08,Kentucky,7042,8247,15289,8533,10054,18587
2009,08,Louisiana,7834,10463,18297,8769,11051,19819
2009,08,Maine,1781,2912,4693,1959,3144,5104
2009,08,Mariana Islands,0,0,0,,,
2009,08,Maryland,3240,3655,6895,3500,4228,7728
2009,08,Massachusetts,2241,1634,3874,2317,1734,4051
2009,08,Michigan,2152,10993,13145,2474,12118,14593
2009,08,Minnesota,5116,11539,16655,5634,11050,16684
2009,08,Mississippi,4194,6241,10436,4615,7300,11916
2009,08,Missouri,13112,12988,26100,14753,14386,29139
2009,08,Montana,2353,4630,6983,2321,4758,7079
2009,08,Nebraska,10,2318,2328,15,2591,2606
2009,08,Nevada,3931,3359,7291,4172,3585,7757
2009,08,New Hampshire,2114,2405,4519,2414,2675,5089
2009,08,New Jersey,2690,1981,4671,2935,2291,5226
2009,08,New Mexico,3752,3874,7626,3913,4259,8172
2009,08,New York,4474,11002,15476,5017,13328,18345
2009,08,North Carolina,330,10304,10634,375,12062,12437
2009,08,North Dakota,729,2600,3330,851,2759,3611
2009,08,Ohio,14763,13009,27772,18407,15827,34234
2009,08,Oklahoma,8171,7890,16061,9182,8676,17858
2009,08,Oregon,6146,7638,13784,7114,9125,16240
2009,08,Pennsylvania,113,49214,49327,120,56204,56324
2009,08,Puerto Rico,570,194,763,551,153,703
2009,08,Rhode Island,606,520,1126,706,595,1302
2009,08,South Carolina,5704,5265,10968,7139,5828,12968
2009,08,South Dakota,1239,3738,4976,1408,4087,5495
2009,08,Tennessee,13606,10791,24397,15506,11913,27419
2009,08,Texas,28571,35021,63592,33086,34360,67446
2009,08,United States,301398,414453,715850,345986,458897,804883
2009,08,Utah,2149,3343,5492,2802,4162,6963
2009,08,Vermont,779,1060,1839,869,1282,2151
2009,08,Virgin Islands,18,4,22,,,
2009,08,Virginia,11752,11561,23313,13721,13343,27064
2009,08,Washington,8962,9214,18175,10168,10227,20395
2009,08,West Virginia,4115,5091,9206,4818,6341,11160
2009,08,Wisconsin,4958,10970,15928,5609,11928,17538
2009,08,Wyoming,1278,1982,3260,1426,2108,3534
2009,09,Alabama,9065,13599,22664,10925,14658,25583
2009,09,Alaska,1983,3042,5025,2438,2949,5387
2009,09,Arizona,6194,6177,12371,7058,6481,13539
2009,09,Arkansas,4061,7434,11495,4949,7100,12049
2009,09,California,17386,21151,38536,20626,24090,44716
2009,09,Colorado,13166,13941,27107,15228,14939,30167
2009,09,Connecticut,3604,3385,6988,4211,3631,7841
2009,09,Delaware,785,917,1703,905,952,1856
2009,09,District of Columbia,25,0,25,25,,25
2009,09,Florida,26882,16074,42956,30766,18198,48963
2009,09,Georgia,7391,8484,15875,9251,9188,18439
2009,09,Guam,22,20,42,24,22,46
2009,09,Hawaii,0,0,0,,,
2009,09,Idaho,1751,4155,5906,1928,3732,5660
2009,09,Illinois,7872,10845,18716,9284,11458,20741
2009,09,Indiana,7871,9900,17770,9919,10881,20799
2009,09,Iowa,34,3760,3794,50,3728,3778
2009,09,Kansas,4367,6107,10474,5474,6447,11921
2009,09,Kentucky,6980,9402,16381,8475,10114,18589
2009,09,Louisiana,10108,16196,26304,10118,12444,22562
2009,09,Maine,2041,4267,6307,2017,3251,5268
2009,09,Mariana Islands,0,0,0,,,
2009,09,Maryland,3577,4101,7678,4331,4334,8665
2009,09,Massachusetts,2489,2053,4542,2918,2123,5040
2009,09,Michigan,1913,13529,15442,2311,11613,13924
2009,09,Minnesota,4728,15311,20039,5236,9900,15136
2009,09,Mississippi,3847,7083,10930,4812,7535,12347
2009,09,Missouri,12569,13297,25865,14475,13926,28401
2009,09,Montana,2192,5041,7234,2324,4374,6698
2009,09,Nebraska,9,2724,2732,22,2607,2629
2009,09,Nevada,3399,3120,6519,4042,3504,7546
2009,09,New Hampshire,2297,2820,5117,2460,2497,4957
2009,09,New Jersey,2490,2091,4582,2780,2271,5052
2009,09,New Mexico,3441,3928,7369,3917,4151,8068
2009,09,New York,4748,15145,19892,5265,13015,18280
2009,09,North Carolina,337,11320,11657,404,12240,12643
2009,09,North Dakota,743,3101,3843,855,2377,3233
2009,09,Ohio,14887,13959,28846,18151,15605,33756
2009,09,Oklahoma,6769,7720,14489,8580,8553,17132
2009,09,Oregon,6343,9898,16240,7141,9027,16169
2009,09,Pennsylvania,100,55259,55359,125,57400,57525
2009,09,Puerto Rico,604,194,798,598,145,743
2009,09,Rhode Island,573,691,1264,663,710,1373
2009,09,South Carolina,5591,5928,11519,7138,5980,13118
2009,09,South Dakota,1295,4696,5991,1440,3819,5259
2009,09,Tennessee,12991,11330,24321,15603,12397,28000
2009,09,Texas,25216,38125,63341,31359,33582,64941
2009,09,United States,287870,461971,749841,339720,459146,798865
2009,09,Utah,2351,3929,6280,2851,3864,6715
2009,09,Vermont,726,1517,2243,758,1244,2002
2009,09,Virgin Islands,24,1,25,,,
2009,09,Virginia,11235,12692,23927,13468,13263,26730
2009,09,Washington,8459,9910,18369,10186,9896,20082
2009,09,West Virginia,3990,6618,10607,4706,6606,11312
2009,09,Wisconsin,5157,13916,19073,5643,11401,17044
2009,09,Wyoming,1195,2072,3267,1335,1854,3189
2009,10,Alabama,10501,15036,25536,12513,14652,27165
2009,10,Alaska,2844,4044,6887,2499,3145,5644
2009,10,Arizona,6068,5908,11976,7137,6298,13435
2009,10,Arkansas,4037,9118,13155,4868,7074,11941
2009,10,California,19291,21684,40975,20674,23441,44115
2009,10,Colorado,12846,15340,28185,14659,14703,29362
2009,10,Connecticut,4213,4331,8544,4424,3824,8249
2009,10,Delaware,821,1141,1961,887,963,1850
2009,10,District of Columbia,31,0,31,27,,27
2009,10,Florida,29822,18590,48412,31873,18062,49935
2009,10,Georgia,8122,11536,19658,9248,9120,18369
2009,10,Guam,22,32,54,24,26,51
2009,10,Hawaii,0,0,0,,,
2009,10,Idaho,1850,4494,6344,2140,3818,5958
2009,10,Illinois,9645,12998,22642,10143,11813,21956
2009,10,Indiana,10030,13476,23506,11115,11762,22877
2009,10,Iowa,41,5174,5215,50,3868,3919
2009,10,Kansas,5751,8196,13947,6089,6831,12920
2009,10,Kentucky,8093,12728,20821,9298,11018,20316
2009,10,Louisiana,7283,15106,22389,8196,10829,19025
2009,10,Maine,2226,6244,8470,2131,3350,5481
2009,10,Mariana Islands,0,0,0,,,
2009,10,Maryland,3541,5224,8765,3995,4324,8319
2009,10,Massachusetts,3064,2550,5613,3296,2261,5557
2009,10,Michigan,2089,15912,18000,2273,12142,14415
2009,10,Minnesota,5234,18338,23572,5524,10696,16221
2009,10,Mississippi,4286,8677,12962,4945,7301,12246
2009,10,Missouri,14127,18724,32852,15245,14650,29895
2009,10,Montana,2104,6491,8595,2369,4460,6829
2009,10,Nebraska,16,3621,3638,24,2577,2601
2009,10,Nevada,4354,3681,8034,4719,3888,8607
2009,10,New Hampshire,3003,3733,6736,2997,2780,5777
2009,10,New Jersey,2699,2814,5513,2905,2436,5340
2009,10,New Mexico,3682,4099,7780,3919,4055,7974
2009,10,New York,5425,18841,24266,5773,13803,19576
2009,10,North Carolina,405,14570,14974,420,12973,13393
2009,10,North Dakota,848,4776,5624,895,2614,3509
2009,10,Ohio,17378,17773,35150,18773,15980,34753
2009,10,Oklahoma,7502,9683,17185,8792,8846,17638
2009,10,Oregon,6630,9849,16479,7704,9629,17333
2009,10,Pennsylvania,81,61520,61601,97,57528,57625
2009,10,Puerto Rico,647,135,782,610,147,757
2009,10,Rhode Island,818,741,1560,871,670,1541
2009,10,South Carolina,5633,6466,12099,7104,5982,13086
2009,10,South Dakota,1336,6612,7949,1509,3779,5287
2009,10,Tennessee,14639,14132,28770,16519,12986,29505
2009,10,Texas,28696,37490,66186,32904,33920,66824
2009,10,United States,319650,544286,863936,354546,462180,816726
2009,10,Utah,2423,4112,6535,3072,3895,6968
2009,10,Vermont,793,1888,2681,871,1297,2168
2009,10,Virgin Islands,23,0,23,,,
2009,10,Virginia,14091,16646,30737,15288,14697,29985
2009,10,Washington,9879,11195,21074,10653,10091,20744
2009,10,West Virginia,4314,9464,13779,4766,7175,11941
2009,10,Wisconsin,5296,17364,22660,5211,12015,17226
2009,10,Wyoming,1058,1992,3050,1350,1943,3293
2009,11,Alabama,10205,19234,29438,10634,12192,22826
2009,11,Alaska,2033,2948,4981,2315,2962,5277
2009,11,Arizona,5767,6615,12383,6659,6133,12792
2009,11,Arkansas,4117,10898,15015,4621,6213,10835
2009,11,California,18228,24945,43173,20241,23614,43855
2009,11,Colorado,13738,16548,30286,14438,14526,28964
2009,11,Connecticut,3750,4253,8002,3957,3557,7513
2009,11,Delaware,751,1379,2131,803,892,1695
2009,11,District of Columbia,32,0,32,33,,33
2009,11,Florida,29225,20604,49829,30327,16673,46999
2009,11,Georgia,7839,12443,20282,8886,8825,17711
2009,11,Guam,23,24,47,23,25,48
2009,11,Hawaii,0,0,0,,,
2009,11,Idaho,1815,4135,5950,2042,3826,5868
2009,11,Illinois,9238,14159,23397,9525,10105,19630
2009,11,Indiana,9002,15824,24826,9601,10258,19859
2009,11,Iowa,34,5962,5996,31,3250,3281
2009,11,Kansas,5172,9570,14742,5378,6245,11623
2009,11,Kentucky,7658,13816,21474,8297,9290,17588
2009,11,Louisiana,7196,15594,22790,7945,9887,17832
2009,11,Maine,1800,4060,5860,2081,3330,5411
2009,11,Mariana Islands,0,0,0,,,
2009,11,Maryland,3934,6251,10185,4080,3873,7953
2009,11,Massachusetts,2746,2560,5305,2924,2022,4946
2009,11,Michigan,2054,18641,20694,2195,11595,13790
2009,11,Minnesota,4519,12255,16774,5491,10836,16327
2009,11,Mississippi,4061,12466,16528,4418,6218,10636
2009,11,Missouri,12247,18278,30525,13830,13168,26997
2009,11,Montana,1822,4453,6274,2246,4554,6800
2009,11,Nebraska,22,3977,3999,21,2415,2436
2009,11,Nevada,4030,3891,7921,4310,3440,7750
2009,11,New Hampshire,2462,3006,5468,2547,2538,5086
2009,11,New Jersey,2276,2985,5261,2609,2143,4752
2009,11,New Mexico,3238,4198,7436,3656,3778,7434
2009,11,New York,4643,18151,22794,5181,12577,17758
2009,11,North Carolina,365,17056,17421,377,11540,11917
2009,11,North Dakota,857,3215,4072,942,2669,3611
2009,11,Ohio,17409,23498,40907,17995,15065,33060
2009,11,Oklahoma,8476,11865,20340,8899,8501,17400
2009,11,Oregon,6590,10157,16748,7056,9585,16641
2009,11,Pennsylvania,178,65924,66102,133,52642,52775
2009,11,Puerto Rico,536,121,657,573,148,721
2009,11,Rhode Island,689,667,1355,710,577,1287
2009,11,South Carolina,8792,9469,18261,8708,6002,14711
2009,11,South Dakota,1180,4822,6003,1380,3572,4953
2009,11,Tennessee,14120,17117,31237,14658,11559,26217
2009,11,Texas,31409,41319,72729,31793,32595,64388
2009,11,United States,312078,582857,894935,335499,437723,773222
2009,11,Utah,2780,4954,7734,2657,3850,6507
2009,11,Vermont,607,1675,2282,765,1233,1998
2009,11,Virgin Islands,16,4,21,,,
2009,11,Virginia,12609,17968,30578,13127,12218,25346
2009,11,Washington,9253,10365,19618,10123,10004,20127
2009,11,West Virginia,4150,10970,15121,4634,6461,11095
2009,11,Wisconsin,5192,15566,20758,5377,10626,16003
2009,11,Wyoming,1192,2001,3193,1318,1891,3209
2009,12,Alabama,15245,26767,42012,10758,12174,22932
2009,12,Alaska,2508,3849,6357,2033,2843,4877
2009,12,Arizona,8438,9642,18080,6675,6028,12703
2009,12,Arkansas,6141,13599,19741,4515,6753,11268
2009,12,California,21446,29920,51366,19325,22993,42318
2009,12,Colorado,15862,19683,35545,13570,14214,27785
2009,12,Connecticut,4500,4671,9171,4118,3580,7698
2009,12,Delaware,1002,1506,2508,811,855,1665
2009,12,District of Columbia,21,0,21,21,,21
2009,12,Florida,34087,28454,62540,29157,17212,46369
2009,12,Georgia,12350,19591,31941,8730,8759,17489
2009,12,Guam,29,37,66,23,31,54
2009,12,Hawaii,0,0,0,,,
2009,12,Idaho,2473,5811,8284,1798,3653,5451
2009,12,Illinois,10748,15518,26266,9245,10588,19833
2009,12,Indiana,11333,16652,27985,9397,10221,19618
2009,12,Iowa,47,6128,6175,36,3452,3488
2009,12,Kansas,6354,10935,17289,5022,6262,11284
2009,12,Kentucky,11370,18405,29775,7925,9509,17434
2009,12,Louisiana,11108,22876,33983,8193,10377,18571
2009,12,Maine,2251,4096,6347,2068,3268,5336
2009,12,Mariana Islands,0,0,0,,,
2009,12,Maryland,3412,5984,9396,3335,3766,7101
2009,12,Massachusetts,2808,2300,5108,2625,1910,4535
2009,12,Michigan,2106,16492,18599,1821,11488,13310
2009,12,Minnesota,5566,11451,17017,5101,10306,15407
2009,12,Mississippi,6149,18207,24356,4444,7268,11712
2009,12,Missouri,16680,22091,38772,13560,13435,26995
2009,12,Montana,2456,6005,8461,2036,4450,6486
2009,12,Nebraska,24,4357,4381,0,2307,2307
2009,12,Nevada,5265,5290,10554,4105,3375,7480
2009,12,New Hampshire,2675,2841,5516,2428,2346,4774
2009,12,New Jersey,2463,3139,5602,2712,2238,4950
2009,12,New Mexico,4399,6289,10688,3628,3928,7556
2009,12,New York,5185,17535,22721,5075,13027,18101
2009,12,North Carolina,409,23868,24277,346,11593,11938
2009,12,North Dakota,983,3192,4176,874,2697,3571
2009,12,Ohio,20328,23315,43642,16032,14731,30763
2009,12,Oklahoma,10817,15222,26039,8249,8403,16652
2009,12,Oregon,8102,13041,21142,6853,8721,15575
2009,12,Pennsylvania,98,61850,61948,95,51289,51384
2009,12,Puerto Rico,678,134,812,620,136,756
2009,12,Rhode Island,791,781,1572,730,644,1374
2009,12,South Carolina,8381,11192,19573,6282,5215,11497
2009,12,South Dakota,1576,5157,6733,1299,3664,4963
2009,12,Tennessee,19242,23277,42519,14225,11905,26130
2009,12,Texas,43736,63249,106985,30534,33038,63573
2009,12,United States,395637,693856,1089493,313683,433980,747663
2009,12,Utah,3604,7300,10903,2292,3646,5938
2009,12,Vermont,872,1400,2273,854,1217,2071
2009,12,Virgin Islands,34,3,37,,,
2009,12,Virginia,13543,19770,33314,11534,11416,22950
2009,12,Washington,12748,14493,27240,10639,9868,20507
2009,12,West Virginia,5929,11310,17239,4349,6600,10949
2009,12,Wisconsin,5687,12302,17989,5041,11077,16118
2009,12,Wyoming,1577,2878,4455,1134,1848,2981
2010,01,Alabama,10913,11658,22571,10274,12743,23017
2010,01,Alaska,1806,2114,3920,2165,3064,5228
2010,01,Arizona,7439,6008,13448,7084,6136,13220
2010,01,Arkansas,4460,5842,10303,4188,6744,10932
2010,01,California,20108,22065,42173,19898,23032,42929
2010,01,Colorado,15536,15173,30710,14875,15843,30717
2010,01,Connecticut,4562,3648,8209,4228,3514,7742
2010,01,Delaware,917,925,1842,844,1060,1904
2010,01,District of Columbia,22,1,23,22,,22
2010,01,Florida,31175,18950,50125,29573,18152,47725
2010,01,Georgia,9907,8225,18131,9062,9172,18233
2010,01,Guam,30,29,58,27,28,56
2010,01,Hawaii,0,0,0,,,
2010,01,Idaho,2034,3092,5126,2088,3743,5831
2010,01,Illinois,10189,10744,20933,9656,11120,20776
2010,01,Indiana,11345,9878,21223,9713,10430,20143
2010,01,Iowa,44,3027,3071,35,3522,3558
2010,01,Kansas,5892,6122,12013,5135,6237,11372
2010,01,Kentucky,8430,8595,17026,7864,9719,17583
2010,01,Louisiana,7603,8683,16287,7433,10153,17586
2010,01,Maine,1834,2324,4158,1971,3285,5255
2010,01,Mariana Islands,0,0,0,,,
2010,01,Maryland,3831,3710,7542,3625,4070,7695
2010,01,Massachusetts,3447,2160,5608,3241,2164,5406
2010,01,Michigan,2149,9343,11493,2042,11958,14001
2010,01,Minnesota,5105,6989,12094,5108,10183,15291
2010,01,Mississippi,4446,6200,10646,4336,7160,11497
2010,01,Missouri,13849,11922,25771,12917,12946,25862
2010,01,Montana,1950,3513,5464,2252,4836,7088
2010,01,Nebraska,14,1981,1995,18,2238,2256
2010,01,Nevada,4133,3357,7490,4102,3552,7654
