year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2007,01,Nebraska,4,2190,2195,4,2671,2675
2007,01,Nevada,2773,2401,5174,2793,2647,5440
2007,01,New Hampshire,1871,2135,4006,1774,2516,4290
2007,01,New Jersey,1503,1741,3244,1536,1815,3351
2007,01,New Mexico,3044,3873,6917,3117,4217,7334
2007,01,New York,4183,10738,14922,3639,12930,16569
2007,01,North Carolina,435,12441,12876,381,13237,13618
2007,01,North Dakota,673,2184,2857,640,2879,3519
2007,01,Ohio,12953,15771,28723,12001,17722,29723
2007,01,Oklahoma,5654,7502,13156,5262,7978,13240
2007,01,Oregon,5608,7916,13523,5613,9594,15207
2007,01,Pennsylvania,124,49871,49995,123,51985,52108
2007,01,Puerto Rico,639,155,794,651,176,827
2007,01,Rhode Island,562,503,1065,524,498,1022
2007,01,South Carolina,5115,5312,10427,4590,5835,10425
2007,01,South Dakota,975,2774,3749,895,3582,4478
2007,01,Tennessee,11804,11223,23027,10634,12024,22658
2007,01,Texas,22975,29240,52215,21017,32703,53721
2007,01,United States,268898,405048,673946,253825,455670,709495
2007,01,Utah,2424,4689,7114,2485,5515,7999
2007,01,Vermont,612,834,1445,667,1267,1934
2007,01,Virgin Islands,26,6,32,,,
2007,01,Virginia,10206,11332,21538,9867,12409,22276
2007,01,Washington,7297,7597,14894,7034,8858,15892
2007,01,West Virginia,3639,5243,8881,3440,6386,9827
2007,01,Wisconsin,4110,9789,13899,4345,13503,17848
2007,01,Wyoming,974,1780,2753,1065,2251,3315
2007,02,Alabama,10645,10172,20816,8373,11054,19427
2007,02,Alaska,1642,1991,3633,1725,2506,4231
2007,02,Arizona,8775,6926,15700,7042,6686,13728
2007,02,Arkansas,5360,7048,12408,3724,7436,11160
2007,02,California,38432,37258,75690,36947,37356,74303
2007,02,Colorado,9151,10965,20116,8545,11582,20127
2007,02,Connecticut,2757,2259,5016,2436,2321,4757
2007,02,Delaware,693,765,1458,603,904,1506
2007,02,District of Columbia,1,0,1,2,0,2
2007,02,Florida,23773,15975,39748,21422,16261,37683
2007,02,Georgia,10108,10451,20559,7339,10654,17993
2007,02,Guam,12,21,33,11,20,31
2007,02,Hawaii,0,0,0,,,
2007,02,Idaho,2281,3957,6238,1929,4211,6140
2007,02,Illinois,6668,8513,15181,5625,8516,14142
2007,02,Indiana,7622,8721,16343,5982,9036,15018
2007,02,Iowa,31,3546,3577,27,4071,4098
2007,02,Kansas,4827,5462,10288,3885,5987,9872
2007,02,Kentucky,9638,10881,20519,7192,10333,17525
2007,02,Louisiana,7996,7253,15249,6598,9737,16335
2007,02,Maine,1334,2171,3506,1269,2996,4265
2007,02,Mariana Islands,0,10,10,,,
2007,02,Maryland,2237,4181,6418,1975,4353,6328
2007,02,Massachusetts,2201,1498,3699,2023,1616,3639
2007,02,Michigan,2680,11900,14579,2381,13511,15892
2007,02,Minnesota,4545,8361,12906,4069,10760,14829
2007,02,Mississippi,6338,7148,13486,4441,8557,12998
2007,02,Missouri,5919,12938,18857,4806,12896,17702
2007,02,Montana,1780,3554,5334,1674,4306,5981
2007,02,Nebraska,1,2130,2131,0,2669,2669
2007,02,Nevada,2965,2426,5390,2741,2463,5205
2007,02,New Hampshire,1702,1958,3660,1630,2334,3964
2007,02,New Jersey,1637,1616,3253,1582,1829,3411
2007,02,New Mexico,3660,4284,7944,3079,4003,7082
2007,02,New York,3735,10058,13793,3503,11835,15338
2007,02,North Carolina,546,12563,13109,366,12836,13203
2007,02,North Dakota,784,1901,2685,671,2559,3230
2007,02,Ohio,13806,14792,28598,10594,15699,26292
2007,02,Oklahoma,8043,8890,16933,6111,8715,14825
2007,02,Oregon,6141,9120,15261,5549,9436,14985
2007,02,Pennsylvania,105,47462,47566,93,48309,48403
2007,02,Puerto Rico,510,141,651,561,162,723
2007,02,Rhode Island,565,525,1090,517,528,1045
2007,02,South Carolina,6150,5331,11481,4325,5600,9925
2007,02,South Dakota,1096,2760,3856,869,3252,4121
2007,02,Tennessee,13512,11785,25298,10372,11426,21798
2007,02,Texas,25622,28071,53693,20846,32267,53113
2007,02,United States,300726,414335,715060,250277,442077,692354
2007,02,Utah,3042,5003,8044,2609,5278,7887
2007,02,Vermont,791,1194,1984,613,1211,1824
2007,02,Virgin Islands,34,4,38,,,
2007,02,Virginia,10397,10572,20969,8662,11318,19980
2007,02,Washington,8334,8568,16902,7141,8735,15876
2007,02,West Virginia,4062,5587,9649,3207,6070,9277
2007,02,Wisconsin,4828,11659,16487,4003,12534,16537
2007,02,Wyoming,1212,2012,3224,1080,2178,3258
2007,03,Alabama,9607,9045,18653,8342,10681,19023
2007,03,Alaska,1882,2382,4264,1723,2489,4212
2007,03,Arizona,7927,6271,14198,6963,6452,13415
2007,03,Arkansas,4403,5869,10272,3622,7137,10759
2007,03,California,47629,45018,92646,39164,38390,77554
2007,03,Colorado,11540,13264,24804,9600,12428,22028
2007,03,Connecticut,3402,2808,6211,2609,2341,4950
2007,03,Delaware,760,829,1590,632,900,1532
2007,03,District of Columbia,3,1,4,0,1,1
2007,03,Florida,24738,16141,40879,21842,16531,38373
2007,03,Georgia,8960,9308,18268,7523,10358,17881
2007,03,Guam,13,30,43,12,33,45
2007,03,Hawaii,0,0,0,,,
2007,03,Idaho,2269,4411,6680,1879,4239,6118
2007,03,Illinois,7567,9748,17315,5811,8473,14284
2007,03,Indiana,9089,10551,19640,6785,9845,16629
2007,03,Iowa,37,4392,4430,25,4014,4039
2007,03,Kansas,5556,5963,11519,4173,6148,10321
2007,03,Kentucky,8813,10316,19129,7367,10750,18118
2007,03,Louisiana,8096,6783,14879,7060,9915,16975
2007,03,Maine,1808,2768,4576,1396,3071,4468
2007,03,Mariana Islands,0,2,2,,,
2007,03,Maryland,2379,4188,6567,1939,4476,6416
2007,03,Massachusetts,2787,1865,4652,2081,1589,3670
2007,03,Michigan,2966,14204,17170,2255,13640,15896
2007,03,Minnesota,5788,12235,18024,4146,11651,15797
2007,03,Mississippi,5388,5713,11101,4684,8143,12827
2007,03,Missouri,6692,13639,20331,5203,13343,18546
2007,03,Montana,2118,4582,6699,1785,4550,6335
2007,03,Nebraska,0,2446,2446,0,2859,2859
2007,03,Nevada,3461,2707,6168,2755,2466,5221
2007,03,New Hampshire,1975,2387,4362,1674,2364,4039
2007,03,New Jersey,1871,1887,3758,1530,1806,3337
2007,03,New Mexico,3637,4045,7681,3031,3801,6832
2007,03,New York,4522,11499,16022,3634,12181,15816
2007,03,North Carolina,378,11067,11446,338,12679,13016
2007,03,North Dakota,778,2373,3150,585,2673,3258
2007,03,Ohio,15480,18197,33678,11645,17088,28733
2007,03,Oklahoma,7835,8713,16548,6724,9461,16185
2007,03,Oregon,6896,10298,17194,5517,9169,14685
2007,03,Pennsylvania,116,60311,60426,100,50001,50101
2007,03,Puerto Rico,722,151,872,696,157,853
2007,03,Rhode Island,630,619,1250,481,529,1010
2007,03,South Carolina,5027,5137,10164,4208,5729,9937
2007,03,South Dakota,1247,3249,4497,941,3704,4645
2007,03,Tennessee,11362,10821,22183,9943,11373,21316
2007,03,Texas,24772,26846,51618,21832,32921,54753
2007,03,United States,318525,456938,775463,262339,454118,716457
2007,03,Utah,3396,4948,8344,2876,5252,8128
2007,03,Vermont,794,1358,2153,603,1225,1828
2007,03,Virgin Islands,30,1,31,,,
2007,03,Virginia,12187,11345,23532,9885,12041,21926
2007,03,Washington,8546,9388,17934,7086,8909,15995
2007,03,West Virginia,4323,5966,10289,3365,6318,9683
2007,03,Wisconsin,5100,16665,21765,3928,12927,16854
2007,03,Wyoming,1222,2187,3409,1040,2165,3205
2007,04,Alabama,8163,6217,14380,8779,10627,19406
2007,04,Alaska,1881,2644,4525,1674,2459,4132
2007,04,Arizona,7684,5560,13244,7093,6337,13430
2007,04,Arkansas,3697,4440,8137,3947,7085,11033
2007,04,California,43304,40836,84140,39085,40140,79224
2007,04,Colorado,9877,10794,20671,9330,11851,21181
2007,04,Connecticut,2746,2405,5150,2586,2547,5133
2007,04,Delaware,644,714,1357,587,904,1491
2007,04,District of Columbia,2,0,2,1,0,1
2007,04,Florida,22466,12727,35193,22456,15632,38088
2007,04,Georgia,7384,6161,13545,7966,9955,17921
2007,04,Guam,21,23,44,19,22,42
2007,04,Hawaii,0,0,0,,,
2007,04,Idaho,2028,3595,5623,1972,3988,5960
2007,04,Illinois,6380,7086,13466,6361,8598,14959
2007,04,Indiana,6927,7552,14478,7121,9769,16890
2007,04,Iowa,28,2857,2884,27,3786,3813
2007,04,Kansas,3926,4340,8265,3981,5742,9723
2007,04,Kentucky,6867,8006,14873,7589,10238,17827
2007,04,Louisiana,6743,4961,11704,7347,9921,17268
2007,04,Maine,1635,2462,4096,1513,3041,4554
2007,04,Mariana Islands,0,0,0,,,
2007,04,Maryland,2272,3351,5622,2046,4188,6234
2007,04,Massachusetts,2302,1521,3824,2117,1549,3666
2007,04,Michigan,2502,10934,13436,2233,13314,15547
2007,04,Minnesota,5004,10288,15292,4230,10962,15191
2007,04,Mississippi,4387,3958,8345,4768,8250,13019
2007,04,Missouri,5941,10561,16502,5807,12473,18280
2007,04,Montana,2014,4465,6479,1837,4594,6431
2007,04,Nebraska,2,1734,1736,2,2544,2545
2007,04,Nevada,2734,2290,5024,2764,2501,5266
2007,04,New Hampshire,1907,2376,4283,1737,2329,4066
2007,04,New Jersey,1598,1432,3030,1464,1644,3107
2007,04,New Mexico,3158,3486,6644,3188,3874,7063
2007,04,New York,4096,11342,15438,3706,11940,15646
2007,04,North Carolina,309,8067,8376,343,11640,11983
2007,04,North Dakota,732,2331,3062,631,2825,3457
2007,04,Ohio,12984,14670,27654,11820,17017,28837
2007,04,Oklahoma,6934,6775,13709,6532,8153,14685
2007,04,Oregon,6213,8988,15201,5653,9094,14747
2007,04,Pennsylvania,107,49601,49708,106,50785,50890
2007,04,Puerto Rico,490,102,592,549,115,664
2007,04,Rhode Island,560,515,1075,524,537,1061
2007,04,South Carolina,4490,3350,7840,4744,5459,10203
2007,04,South Dakota,1100,2647,3747,992,3446,4438
2007,04,Tennessee,9824,7556,17380,10759,11025,21784
2007,04,Texas,21358,21671,43029,22784,31805,54589
2007,04,United States,275854,368453,644306,268626,445897,714522
2007,04,Utah,2993,4128,7121,2747,5117,7864
2007,04,Vermont,707,1243,1950,637,1207,1844
2007,04,Virgin Islands,23,4,28,,,
2007,04,Virginia,10021,8753,18774,9035,11001,20037
2007,04,Washington,7476,8072,15547,7104,8696,15800
2007,04,West Virginia,3490,4893,8383,3572,6272,9844
2007,04,Wisconsin,4613,11968,16581,4138,11840,15978
2007,04,Wyoming,1110,2002,3112,1054,2142,3196
2007,05,Alabama,7824,5669,13494,9122,10278,19400
2007,05,Alaska,1887,2263,4149,1850,2464,4313
2007,05,Arizona,6663,5136,11799,6973,6458,13430
2007,05,Arkansas,3270,3831,7102,3929,7233,11162
2007,05,California,61276,58704,119979,59947,64494,124441
2007,05,Colorado,10930,11152,22081,11327,13466,24793
2007,05,Connecticut,2422,2010,4432,2649,2585,5234
2007,05,Delaware,568,625,1192,600,911,1511
2007,05,District of Columbia,7,44,51,6,44,50
2007,05,Florida,22454,13211,35665,23416,17320,40736
2007,05,Georgia,6989,5512,12502,8180,9864,18044
2007,05,Guam,14,28,42,15,32,46
2007,05,Hawaii,0,0,0,,,
2007,05,Idaho,1893,3262,5155,2014,4152,6166
2007,05,Illinois,5864,5995,11859,6372,8617,14989
2007,05,Indiana,6102,6056,12157,7115,9706,16821
2007,05,Iowa,23,1723,1746,26,3559,3585
2007,05,Kansas,3409,3218,6626,4014,5330,9344
2007,05,Kentucky,6479,6029,12508,7724,10048,17772
2007,05,Louisiana,6315,4803,11118,7353,10042,17395
2007,05,Maine,1352,1970,3322,1495,2971,4466
2007,05,Mariana Islands,0,0,0,,,
2007,05,Maryland,2013,2649,4662,1907,4094,6001
2007,05,Massachusetts,2032,1236,3268,2171,1565,3736
2007,05,Michigan,2225,8036,10261,2341,12040,14381
2007,05,Minnesota,3912,6327,10239,4222,10564,14786
2007,05,Mississippi,4016,3670,7686,4675,8212,12887
2007,05,Missouri,5746,8165,13912,6443,12766,19209
2007,05,Montana,1859,3995,5854,1878,4580,6458
2007,05,Nebraska,0,1348,1348,0,2415,2415
2007,05,Nevada,2851,2094,4946,3022,2572,5594
2007,05,New Hampshire,1652,1723,3375,1760,2214,3973
2007,05,New Jersey,1641,1319,2960,1515,1693,3209
2007,05,New Mexico,3171,2994,6166,3387,3946,7333
2007,05,New York,3615,8407,12022,3820,11792,15613
2007,05,North Carolina,297,7327,7624,350,12482,12832
2007,05,North Dakota,536,1788,2323,583,2602,3185
2007,05,Ohio,10730,12631,23362,12102,17348,29450
2007,05,Oklahoma,6375,5554,11928,6900,8461,15361
2007,05,Oregon,5388,7494,12882,5870,9056,14926
2007,05,Pennsylvania,116,42667,42782,126,51286,51412
2007,05,Puerto Rico,536,153,689,580,162,742
2007,05,Rhode Island,516,431,947,501,511,1011
2007,05,South Carolina,4038,2932,6970,4758,5457,10215
2007,05,South Dakota,897,2145,3042,1013,3405,4418
2007,05,Tennessee,9470,6456,15926,10879,10944,21822
2007,05,Texas,21902,21098,43000,24000,32202,56202
2007,05,United States,278677,335766,614444,304513,473326,777839
2007,05,Utah,2673,3669,6342,2969,5153,8122
2007,05,Vermont,620,878,1498,640,1245,1885
2007,05,Virgin Islands,24,6,30,,,
2007,05,Virginia,9285,7426,16711,10227,11436,21664
2007,05,Washington,7277,6925,14201,7511,8255,15767
2007,05,West Virginia,3045,3724,6768,3540,6183,9723
2007,05,Wisconsin,3419,7488,10906,3877,11992,15869
2007,05,Wyoming,1062,1777,2838,1095,2188,3282
2007,06,Alabama,7868,6260,14128,9208,10984,20192
2007,06,Alaska,1804,2053,3857,1830,2549,4379
2007,06,Arizona,6551,5326,11877,7705,6804,14510
2007,06,Arkansas,3388,3920,7308,4050,7557,11607
2007,06,California,60180,57604,117784,61830,66345,128176
2007,06,Colorado,9299,9859,19159,9892,12337,22229
2007,06,Connecticut,2534,2042,4576,2838,2736,5574
2007,06,Delaware,528,579,1107,617,890,1507
2007,06,District of Columbia,3,1,4,4,1,4
2007,06,Florida,22086,13582,35668,23715,17669,41384
2007,06,Georgia,7043,5737,12780,8358,10299,18656
2007,06,Guam,11,22,33,13,24,37
2007,06,Hawaii,0,0,0,,,
2007,06,Idaho,1905,3125,5030,2114,4226,6340
2007,06,Illinois,5400,5799,11199,6497,8895,15392
2007,06,Indiana,6540,6648,13188,7929,10345,18273
2007,06,Iowa,12,1813,1825,18,3890,3908
2007,06,Kansas,3456,3264,6720,4330,5824,10153
2007,06,Kentucky,6581,6416,12998,7991,10891,18883
2007,06,Louisiana,6864,5405,12269,7529,10466,17994
2007,06,Maine,1306,1936,3242,1494,3049,4543
2007,06,Mariana Islands,0,0,0,,,
2007,06,Maryland,1664,2826,4490,1881,4255,6136
2007,06,Massachusetts,2012,1302,3314,2233,1671,3904
2007,06,Michigan,1962,7843,9805,2297,13150,15447
2007,06,Minnesota,3539,6465,10003,4201,11147,15348
2007,06,Mississippi,4029,4043,8072,4900,8964,13864
2007,06,Missouri,5259,8318,13577,6102,13600,19702
2007,06,Montana,1876,3762,5638,1962,4478,6440
2007,06,Nebraska,1,1398,1399,5,2652,2656
2007,06,Nevada,2806,2178,4984,3218,2712,5930
2007,06,New Hampshire,1685,1808,3494,1893,2353,4246
2007,06,New Jersey,1707,1471,3178,1629,1885,3514
2007,06,New Mexico,3339,3212,6551,3650,4095,7745
2007,06,New York,3625,7899,11524,4050,12029,16079
2007,06,North Carolina,306,7976,8282,352,13216,13568
2007,06,North Dakota,494,1634,2127,571,2431,3002
2007,06,Ohio,9951,13102,23053,12600,18389,30989
2007,06,Oklahoma,6184,5447,11631,7584,8640,16224
2007,06,Oregon,5858,7706,13563,6301,9346,15647
2007,06,Pennsylvania,82,44166,44249,101,55231,55332
2007,06,Puerto Rico,700,187,887,708,178,886
2007,06,Rhode Island,461,407,868,533,525,1058
2007,06,South Carolina,4268,3148,7416,5145,5850,10995
2007,06,South Dakota,859,2122,2981,1048,3548,4596
2007,06,Tennessee,10292,7614,17906,12285,12480,24765
2007,06,Texas,21420,21573,42994,24439,32800,57239
2007,06,United States,273711,340834,614545,312588,498428,811016
2007,06,Utah,2561,3634,6195,2946,5132,8078
2007,06,Vermont,554,722,1276,657,1219,1875
2007,06,Virgin Islands,16,1,18,,,
2007,06,Virginia,8350,7756,16106,10863,12073,22935
2007,06,Washington,7146,7588,14733,7711,9114,16825
2007,06,West Virginia,3097,3693,6789,3756,6330,10086
2007,06,Wisconsin,3083,6621,9704,3904,12219,16123
2007,06,Wyoming,1166,1822,2988,1199,2286,3485
2007,07,Alabama,7151,6282,13433,8662,10480,19142
2007,07,Alaska,1607,2373,3980,1672,2662,4334
2007,07,Arizona,6232,5349,11581,7081,6804,13884
2007,07,Arkansas,3377,4093,7470,4181,7280,11462
2007,07,California,47779,47087,94865,51634,57647,109282
2007,07,Colorado,9560,9942,19502,10461,12337,22798
2007,07,Connecticut,2444,1933,4377,2893,2760,5654
2007,07,Delaware,477,590,1067,577,910,1487
2007,07,District of Columbia,2,0,2,3,0,3
2007,07,Florida,20137,12266,32403,22809,16717,39527
2007,07,Georgia,6456,6159,12615,8126,10545,18670
2007,07,Guam,15,22,37,17,24,41
2007,07,Hawaii,0,0,0,,,
2007,07,Idaho,1649,2907,4556,2041,4339,6380
2007,07,Illinois,5098,5990,11088,6144,8672,14816
2007,07,Indiana,5618,6730,12348,7205,10411,17617
2007,07,Iowa,14,1803,1817,20,3852,3871
2007,07,Kansas,3024,3297,6321,3946,5688,9634
2007,07,Kentucky,6196,6739,12935,7509,10710,18219
2007,07,Louisiana,6809,6261,13070,7598,10486,18084
2007,07,Maine,1274,2218,3491,1543,3252,4794
2007,07,Mariana Islands,0,0,0,,,
2007,07,Maryland,1826,2759,4585,1974,4210,6184
2007,07,Massachusetts,1720,1156,2876,2149,1636,3784
2007,07,Michigan,1949,8252,10201,2299,13601,15899
2007,07,Minnesota,3152,6769,9921,4010,11108,15118
2007,07,Mississippi,3900,4890,8789,4587,9274,13861
2007,07,Missouri,4226,8006,12232,5186,12888,18074
2007,07,Montana,1738,3181,4919,1916,4282,6198
2007,07,Nebraska,1,1533,1534,4,2737,2741
2007,07,Nevada,2422,1800,4222,2824,2387,5211
2007,07,New Hampshire,1464,1739,3203,1759,2377,4136
2007,07,New Jersey,1476,1353,2829,1537,1765,3302
2007,07,New Mexico,2808,3022,5830,3308,4010,7318
2007,07,New York,3531,8151,11682,3935,12652,16588
2007,07,North Carolina,263,7560,7823,332,12648,12980
2007,07,North Dakota,449,1817,2266,563,2703,3265
2007,07,Ohio,9532,12818,22350,12355,18224,30579
2007,07,Oklahoma,5525,5521,11046,6686,8622,15308
2007,07,Oregon,4850,6668,11518,5770,9408,15178
2007,07,Pennsylvania,94,42661,42755,106,53229,53335
2007,07,Puerto Rico,595,138,733,604,144,748
2007,07,Rhode Island,398,394,792,490,529,1019
2007,07,South Carolina,3770,3597,7367,4534,5862,10396
2007,07,South Dakota,757,2240,2996,1007,3651,4658
2007,07,Tennessee,9637,7836,17474,11230,11830,23060
2007,07,Texas,20268,22790,43057,24184,33213,57396
2007,07,United States,246718,331135,577853,287502,476051,763553
2007,07,Utah,2206,3322,5528,2773,5278,8052
2007,07,Vermont,603,820,1422,670,1222,1893
2007,07,Virgin Islands,25,4,30,,,
2007,07,Virginia,9194,8588,17782,9782,11744,21526
2007,07,Washington,6586,6852,13438,7852,9321,17173
2007,07,West Virginia,2905,4220,7125,3585,6816,10401
2007,07,Wisconsin,3002,6999,10001,3848,12572,16420
2007,07,Wyoming,928,1641,2570,1140,2236,3376
2007,08,Alabama,8266,9168,17435,9217,11114,20331
2007,08,Alaska,1761,3097,4858,1784,2567,4351
2007,08,Arizona,6470,7316,13786,7334,7076,14411
2007,08,Arkansas,3556,6339,9896,4231,7804,12034
2007,08,California,23234,25267,48501,25538,26302,51840
2007,08,Colorado,9528,12570,22098,9973,12663,22635
2007,08,Connecticut,2541,2421,4962,2991,2882,5873
2007,08,Delaware,557,752,1309,634,875,1509
2007,08,District of Columbia,1,0,1,1,0,1
2007,08,Florida,22038,15022,37060,23502,17168,40670
2007,08,Georgia,7499,9703,17202,8690,11589,20280
2007,08,Guam,11,31,42,12,29,41
2007,08,Hawaii,0,0,0,,,
2007,08,Idaho,1889,4302,6191,2068,4572,6640
2007,08,Illinois,6080,9417,15497,6966,9861,16827
2007,08,Indiana,6818,9576,16393,7629,10681,18310
2007,08,Iowa,22,3105,3127,28,4077,4105
2007,08,Kansas,3708,5724,9432,4182,6136,10319
2007,08,Kentucky,6907,9391,16298,8168,11083,19251
2007,08,Louisiana,6850,10312,17162,7518,10907,18425
2007,08,Maine,1394,3015,4409,1484,3227,4710
2007,08,Mariana Islands,0,0,0,,,
2007,08,Maryland,1924,3847,5771,2052,4398,6450
2007,08,Massachusetts,2043,1544,3587,2145,1693,3838
2007,08,Michigan,2182,12115,14298,2454,13477,15931
2007,08,Minnesota,4302,13529,17831,4771,12818,17589
2007,08,Mississippi,4225,8067,12292,4602,9188,13790
2007,08,Missouri,7713,13312,21025,8485,14413,22898
2007,08,Montana,2093,4905,6998,2031,4981,7012
2007,08,Nebraska,6,2688,2694,9,2980,2988
2007,08,Nevada,2968,2512,5480,2991,2606,5597
2007,08,New Hampshire,1507,2196,3703,1707,2424,4131
2007,08,New Jersey,1598,1643,3242,1760,1887,3647
2007,08,New Mexico,3185,3827,7011,3266,4101,7367
2007,08,New York,3554,10592,14146,3913,12712,16625
2007,08,North Carolina,332,11867,12199,374,13326,13700
2007,08,North Dakota,552,2696,3248,634,2756,3390
2007,08,Ohio,9982,13489,23472,12452,16406,28858
2007,08,Oklahoma,6185,8589,14774,6862,9098,15960
2007,08,Oregon,5311,8408,13719,5976,9870,15846
2007,08,Pennsylvania,113,51707,51820,140,58914,59054
2007,08,Puerto Rico,658,251,909,619,209,828
2007,08,Rhode Island,437,469,905,510,554,1064
2007,08,South Carolina,4296,5671,9966,5224,5983,11206
2007,08,South Dakota,972,3744,4717,1099,4010,5109
2007,08,Tennessee,10062,11409,21471,11222,12222,23444
2007,08,Texas,21994,37753,59748,24900,35304,60204
2007,08,United States,249282,428541,677823,281242,466484,747726
2007,08,Utah,2435,4743,7179,3005,5901,8905
2007,08,Vermont,612,1040,1651,671,1271,1942
2007,08,Virgin Islands,32,6,37,,,
2007,08,Virginia,13710,10449,24159,15794,12181,27975
2007,08,Washington,7165,9164,16330,7950,9762,17712
2007,08,West Virginia,3263,5540,8802,3763,6786,10549
2007,08,Wisconsin,3667,11921,15588,4182,13139,17321
2007,08,Wyoming,1072,2320,3392,1179,2395,3574
2007,09,Alabama,7330,11154,18484,8706,11278,19983
2007,09,Alaska,1356,2552,3908,1648,2377,4025
2007,09,Arizona,6295,6636,12932,6900,6653,13553
2007,09,Arkansas,3220,8097,11317,3784,7468,11252
2007,09,California,16094,17215,33309,18435,17967,36402
2007,09,Colorado,8520,12442,20962,9539,12330,21869
2007,09,Connecticut,2250,2422,4672,2797,2599,5396
2007,09,Delaware,551,799,1350,620,810,1430
2007,09,District of Columbia,1,0,1,4,0,4
2007,09,Florida,20030,15366,35396,22523,16836,39359
2007,09,Georgia,6509,9792,16301,7996,10487,18483
2007,09,Guam,10,22,32,11,26,37
2007,09,Hawaii,0,0,0,,,
2007,09,Idaho,1987,5462,7448,2059,4482,6540
2007,09,Illinois,5396,8643,14038,6270,8966,15236
2007,09,Indiana,5765,9242,15007,7151,10083,17235
2007,09,Iowa,18,4056,4073,24,3928,3952
2007,09,Kansas,3376,6069,9445,3981,6026,10006
2007,09,Kentucky,6351,9862,16213,7504,10456,17960
2007,09,Louisiana,6400,11331,17731,6548,9238,15786
2007,09,Maine,1637,4588,6225,1530,3269,4799
2007,09,Mariana Islands,0,0,0,,,
2007,09,Maryland,1784,4032,5816,2095,4027,6122
2007,09,Massachusetts,1742,1607,3350,2001,1617,3618
2007,09,Michigan,1915,16105,18020,2263,13273,15536
2007,09,Minnesota,4074,18750,22824,4361,11487,15848
2007,09,Mississippi,3491,8049,11540,4297,8870,13167
2007,09,Missouri,11950,13355,25306,13425,13720,27145
2007,09,Montana,1987,6304,8291,2007,5270,7277
2007,09,Nebraska,0,3098,3098,7,2782,2789
2007,09,Nevada,2427,2501,4928,2852,2687,5539
2007,09,New Hampshire,1727,2991,4718,1725,2510,4235
2007,09,New Jersey,1393,1736,3128,1563,1835,3398
2007,09,New Mexico,2879,3952,6831,3211,4026,7237
2007,09,New York,3337,15403,18741,3562,12341,15903
2007,09,North Carolina,301,12260,12561,352,12867,13220
2007,09,North Dakota,582,4127,4709,652,2943,3595
2007,09,Ohio,9842,16315,26157,11889,17802,29691
2007,09,Oklahoma,5259,8082,13341,6473,8737,15209
2007,09,Oregon,5530,11372,16902,5884,9540,15424
2007,09,Pennsylvania,128,50210,50337,149,50761,50910
2007,09,Puerto Rico,631,163,794,599,114,713
2007,09,Rhode Island,431,513,944,486,506,992
2007,09,South Carolina,4107,5831,9938,5037,5736,10773
2007,09,South Dakota,1001,5304,6305,1073,4052,5125
2007,09,Tennessee,9380,10742,20121,11079,11544,22623
2007,09,Texas,20050,38625,58675,23963,32730,56693
2007,09,United States,229702,462067,691769,264629,447737,712366
2007,09,Utah,2466,5738,8204,2862,5277,8139
2007,09,Vermont,650,1577,2228,662,1227,1889
2007,09,Virgin Islands,18,2,20,,,
2007,09,Virginia,13155,11652,24807,15332,11783,27114
2007,09,Washington,6593,10446,17039,7739,9736,17475
2007,09,West Virginia,2968,6851,9819,3406,6716,10122
2007,09,Wisconsin,3798,15844,19643,3949,12458,16407
2007,09,Wyoming,1011,2783,3794,1078,2378,3456
2007,10,Alabama,7504,11660,19164,8670,11167,19836
2007,10,Alaska,1890,3198,5088,1676,2521,4196
2007,10,Arizona,5964,6586,12550,6919,6643,13561
2007,10,Arkansas,3454,9853,13307,4032,7436,11467
2007,10,California,16775,16544,33319,18454,17762,36217
2007,10,Colorado,9343,14182,23526,10220,12711,22931
2007,10,Connecticut,3321,3511,6832,3270,2902,6172
2007,10,Delaware,573,997,1570,611,822,1433
2007,10,District of Columbia,3,0,3,3,0,3
2007,10,Florida,21377,17370,38748,22250,16342,38592
2007,10,Georgia,6716,12518,19234,7447,9574,17021
2007,10,Guam,19,37,56,22,30,52
2007,10,Hawaii,0,0,0,,,
2007,10,Idaho,1718,5332,7050,1948,4359,6307
2007,10,Illinois,6364,10838,17202,6445,9384,15829
2007,10,Indiana,6358,11162,17520,6897,9502,16399
2007,10,Iowa,19,5790,5809,23,4044,4067
2007,10,Kansas,3824,7261,11085,3895,5821,9716
2007,10,Kentucky,6882,12361,19242,7761,10397,18158
2007,10,Louisiana,7036,15054,22089,7631,10521,18152
2007,10,Maine,1689,6560,8249,1572,3279,4850
2007,10,Mariana Islands,0,0,0,,,
2007,10,Maryland,2144,5054,7198,2420,4042,6462
2007,10,Massachusetts,2011,1977,3988,2159,1657,3817
2007,10,Michigan,2157,17489,19646,2299,12967,15267
2007,10,Minnesota,3940,20643,24583,4100,11552,15652
2007,10,Mississippi,3926,10691,14617,4429,8934,13364
2007,10,Missouri,11167,17796,28963,11842,13386,25227
2007,10,Montana,1796,7373,9170,1938,4853,6790
2007,10,Nebraska,0,4030,4030,3,2757,2760
2007,10,Nevada,2562,2348,4910,2665,2376,5042
2007,10,New Hampshire,1747,3224,4971,1758,2292,4050
2007,10,New Jersey,1482,2214,3696,1574,1852,3427
2007,10,New Mexico,3160,4225,7385,3295,4034,7329
2007,10,New York,3612,17157,20769,3721,12152,15872
